Date,USD,HUF,UAH,BTC,ETH
2012-11-25,1.2909,280.49,10.305375,9.667673716,
2012-11-26,1.2964,281.83,10.318164,9.44924406,
2012-11-27,1.2961,280.06,10.362125,9.412853946,
2012-11-28,1.2891,281.1,10.359727,9.58032736,
2012-11-29,1.2994,279.3,10.303776,9.581345236,
2012-11-30,1.2986,281.03,10.386104,9.679655013,
2012-12-01,1.2986,281.03,10.386104,9.671954412,
2012-12-02,1.2986,281.03,10.386104,9.625750809,
2012-12-03,1.3057,281.89,10.37971,9.711265988,
2012-12-04,1.3092,282.39,10.43646,10.24289643,
2012-12-05,1.3065,282.62,10.464436,10.24110218,
2012-12-06,1.3072,283.48,10.442855,10.1744186,
2012-12-07,1.2905,283.96,10.44845,10.4610616,
2012-12-08,1.2905,283.96,10.44845,10.39907013,
2012-12-09,1.2905,283.96,10.44845,10.37582332,
2012-12-10,1.293,283.51,10.314967,10.3866976,
2012-12-11,1.2993,282.14,10.334949,10.43638882,
2012-12-12,1.304,282.33,10.385305,10.50613497,
2012-12-13,1.3077,283.5,10.422872,10.47640896,
2012-12-14,1.3081,283.76,10.452446,10.39675866,
2012-12-15,1.3081,283.76,10.452446,10.31266723,
2012-12-16,1.3081,283.76,10.452446,10.16741839,
2012-12-17,1.316,287.19,10.455643,10.06838906,
2012-12-18,1.3178,288.4,10.518788,10.09257854,
2012-12-19,1.3302,286.81,10.533175,10.22402646,
2012-12-20,1.3246,286.13,10.632289,10.2068549,
2012-12-21,1.3209,287.2,10.587528,10.22030434,
2012-12-22,1.3209,287.2,10.587528,10.12188659,
2012-12-23,1.3209,287.2,10.587528,10.07646302,
2012-12-24,1.3218,290.19,10.557954,10.12256015,
2012-12-25,1.3218,290.19,10.565147,10.09986382,
2012-12-26,1.3218,290.19,10.565147,10.19064911,
2012-12-27,1.3266,291.43,10.565147,10.11608624,
2012-12-28,1.3183,290.79,10.603514,10.17977699,
2012-12-29,1.3183,290.79,10.537172,10.16460593,
2012-12-30,1.3183,290.79,10.537172,10.20253357,
2012-12-31,1.3194,292.3,10.537172,10.2395028,
2013-01-01,1.3194,292.3,10.537172,10.08033955,
2013-01-02,1.3262,291.71,10.537172,10.01357261,
2013-01-03,1.3102,291.09,10.537172,10.22744619,
2013-01-04,1.3012,290.95,10.472429,10.37503843,
2013-01-05,1.3012,290.95,10.472429,10.32892714,
2013-01-06,1.3012,290.95,10.472429,10.33661236,
2013-01-07,1.3039,291.57,10.472429,10.42257842,
2013-01-08,1.3086,292.7,10.400492,10.49977075,
2013-01-09,1.3056,290.66,10.45964,10.546875,
2013-01-10,1.3113,291.59,10.435661,10.78319225,
2013-01-11,1.3274,296.56,10.481221,10.65240319,
2013-01-12,1.3274,296.56,10.481221,10.72773844,
2013-01-13,1.3274,296.56,10.481221,10.63733615,
2013-01-14,1.3341,297.08,10.609908,10.71883667,
2013-01-15,1.3327,294.72,10.663461,10.69257898,
2013-01-16,1.3277,294.99,10.652271,11.09437373,
2013-01-17,1.3368,293.58,10.612306,11.59485338,
2013-01-18,1.3324,292.74,10.685042,11.78324827,
2013-01-19,1.3324,292.74,10.685042,11.72320624,
2013-01-20,1.3324,292.74,10.685042,11.78324827,
2013-01-21,1.3323,292.55,10.649873,12.60977257,
2013-01-22,1.3317,294.32,10.649074,12.96087707,
2013-01-23,1.333,294.57,10.644278,13.12828207,
2013-01-24,1.3349,294.9,10.654669,12.66012435,
2013-01-25,1.3469,297.89,10.669856,12.91855372,
2013-01-26,1.3469,297.89,10.669856,13.27492761,
2013-01-27,1.3469,297.89,10.669856,13.23038087,
2013-01-28,1.3444,298.4,10.765772,13.92442725,
2013-01-29,1.3433,297.4,10.745789,14.5388223,
2013-01-30,1.3541,296.08,10.736997,14.54840854,
2013-01-31,1.355,292.27,10.823321,15.06273063,
2013-02-01,1.3644,292.37,10.830515,15.02491938,
2013-02-02,1.3644,292.37,10.830515,14.38727646,
2013-02-03,1.3644,292.37,10.830515,15.09088244,
2013-02-04,1.3552,293.23,10.905649,15.07526564,
2013-02-05,1.3537,292.33,10.832114,15.21755189,
2013-02-06,1.3517,294.23,10.820124,15.66915736,
2013-02-07,1.3546,294.35,10.804138,16.35169054,
2013-02-08,1.3374,292.22,10.827318,16.94332287,
2013-02-09,1.3374,292.22,10.827318,17.68356513,
2013-02-10,1.3374,292.22,10.827318,17.92283535,
2013-02-11,1.3391,291.72,10.689838,18.40788589,
2013-02-12,1.3438,291.28,10.703426,18.73046584,
2013-02-13,1.348,289.1,10.740993,17.95252226,
2013-02-14,1.3327,292.52,10.774564,20.42470173,
2013-02-15,1.3325,292.38,10.652271,20.33771107,
2013-02-16,1.3325,292.38,10.652271,20.42776735,
2013-02-17,1.3325,292.38,10.652271,20.12007505,
2013-02-18,1.3352,291.97,10.650673,20.18424206,
2013-02-19,1.3349,290.79,10.672254,22.03910405,
2013-02-20,1.337,291.31,10.669856,22.17651458,
2013-02-21,1.3186,292.47,10.686641,22.56180798,
2013-02-22,1.3186,292.55,10.53957,22.94099803,
2013-02-23,1.3186,292.55,10.53957,22.59972698,
2013-02-24,1.3186,292.55,10.53957,22.66798119,
2013-02-25,1.3304,293.54,10.53957,22.8502706,
2013-02-26,1.3077,294.93,10.633887,23.78221305,
2013-02-27,1.3097,295.55,10.452446,23.59318928,
2013-02-28,1.3129,295.8,10.468432,25.42463249,
2013-03-01,1.3,295.23,10.49401,26.53846154,
2013-03-02,1.3,295.23,10.49401,26.34615385,
2013-03-03,1.3,295.23,10.49401,26.53846154,
2013-03-04,1.3007,296.71,10.3909,27.79272699,
2013-03-05,1.3034,298.87,10.396495,30.9421513,
2013-03-06,1.3035,298.55,10.418076,31.4691216,
2013-03-07,1.301,299.5,10.418876,32.28285934,
2013-03-08,1.309,297.64,10.418876,33.75095493,
2013-03-09,1.309,297.64,10.418876,35.79067991,
2013-03-10,1.309,297.64,10.418876,35.14132926,
2013-03-11,1.2994,303.4,10.398893,37.2479606,
2013-03-12,1.3053,304.65,10.386104,33.93089711,
2013-03-13,1.2981,305.65,10.433263,36.1451352,
2013-03-14,1.2937,305.3,10.375713,36.46131251,
2013-03-15,1.3086,305.11,10.340544,35.8780376,
2013-03-16,1.3086,305.11,10.340544,35.91624637,
2013-03-17,1.3086,305.11,10.340544,36.22191655,
2013-03-18,1.2929,307.17,10.45964,39.91027922,
2013-03-19,1.2944,305.2,10.33415,45.68912237,
2013-03-20,1.2945,304.97,10.346139,49.81846273,
2013-03-21,1.291,305.42,10.346939,54.87993803,
2013-03-22,1.2948,307.25,10.318963,53.96200185,
2013-03-23,1.2948,307.25,10.318963,49.69879518,
2013-03-24,1.2948,307.25,10.318963,55.22088353,
2013-03-25,1.2935,306.45,10.349336,56.89988404,
2013-03-26,1.2861,304.5,10.338946,61.03724438,
2013-03-27,1.2768,304.12,10.279797,69.64285714,
2013-03-28,1.2805,304.42,10.205462,67.30183522,
2013-03-29,1.2805,304.42,10.235037,70.67551738,
2013-03-30,1.2805,304.42,10.235037,71.99531433,
2013-03-31,1.2805,304.42,10.235037,72.65130808,
2013-04-01,1.2805,304.42,10.235037,81.21827411,
2013-04-02,1.284,301.91,10.235037,91.8847352,
2013-04-03,1.2828,302.1,10.263012,105.2385407,
2013-04-04,1.2818,301.38,10.25342,103.0738025,
2013-04-05,1.2944,301.13,10.245427,109.9505562,
2013-04-06,1.2944,301.13,10.245427,110.1900494,
2013-04-07,1.2944,301.13,10.245427,125.3862794,
2013-04-08,1.3023,297.75,10.346139,143.9760424,
2013-04-09,1.304,297.65,10.409284,176.3803681,
2013-04-10,1.3086,298.11,10.422872,126.08895,
2013-04-11,1.3119,297.79,10.45964,95.20542724,
2013-04-12,1.3052,294.55,10.486017,89.64143426,
2013-04-13,1.3052,294.55,10.486017,71.25344775,
2013-04-14,1.3052,294.55,10.486017,68.95494943,
2013-04-15,1.3081,294.31,10.432464,62.98448131,
2013-04-16,1.3129,294.75,10.455643,52.0679412,
2013-04-17,1.3129,294.54,10.49401,70.88887196,
2013-04-18,1.3045,297.97,10.49401,83.56458413,
2013-04-19,1.3115,298.24,10.426869,90.33930614,
2013-04-20,1.3115,298.24,10.426869,96.54593976,
2013-04-21,1.3115,298.24,10.426869,90.88829584,
2013-04-22,1.3037,299.79,10.48282,97.72186853,
2013-04-23,1.299,299.45,10.420474,110.4541955,
2013-04-24,1.3006,299.55,10.382907,118.5606643,
2013-04-25,1.308,301.24,10.395696,108.3409786,
2013-04-26,1.2999,301.57,10.454844,105.3157935,
2013-04-27,1.2999,301.57,10.454844,98.46911301,
2013-04-28,1.2999,301.57,10.454844,103.4233403,
2013-04-29,1.3113,298.15,10.390101,109.8146877,
2013-04-30,1.3072,300.12,10.481221,106.5100979,
2013-05-01,1.3072,300.12,10.481221,89.02998776,
2013-05-02,1.3191,297.08,10.481221,80.54734289,
2013-05-03,1.3114,296.12,10.481221,74.80555132,
2013-05-04,1.3114,296.12,10.481221,86.09120024,
2013-05-05,1.3114,296.12,10.481221,88.43983529,
2013-05-06,1.3107,296.4,10.481221,85.6412604,
2013-05-07,1.3107,296.25,10.44845,83.61943999,
2013-05-08,1.3135,293.31,10.476425,86.1819566,
2013-05-09,1.3142,293.13,10.476425,85.83168468,
2013-05-10,1.2988,293.18,10.476425,90.62211272,
2013-05-11,1.2988,293.18,10.476425,89.03603326,
2013-05-12,1.2988,293.18,10.476425,88.40468124,
2013-05-13,1.2973,293.33,10.498805,90.9427272,
2013-05-14,1.2977,295.53,10.369319,85.84418587,
2013-05-15,1.2864,292.27,10.372516,88.79042289,
2013-05-16,1.289,290.51,10.282195,91.70674942,
2013-05-17,1.2869,290.56,10.302977,95.96705261,
2013-05-18,1.2869,290.56,10.286192,95.74170487,
2013-05-19,1.2869,290.56,10.286192,95.18999145,
2013-05-20,1.2853,289.99,10.286192,94.93503462,
2013-05-21,1.2866,290.42,10.273403,95.51531167,
2013-05-22,1.2923,289.06,10.283794,95.79818927,
2013-05-23,1.2888,292.18,10.329354,97.9981378,
2013-05-24,1.2939,290.4,10.301378,102.8673004,
2013-05-25,1.2939,290.4,10.301378,102.0094289,
2013-05-26,1.2939,290.4,10.301378,103.1764433,
2013-05-27,1.2939,289.23,10.342143,100.2936858,
2013-05-28,1.2938,285.85,10.342143,99.70629154,
2013-05-29,1.2952,288.03,10.341343,102.1077826,
2013-05-30,1.2944,293.33,10.352534,99.50556242,
2013-05-31,1.3006,296.11,10.346139,99.04659388,
2013-06-01,1.3006,296.11,10.395696,99.41565431,
2013-06-02,1.3006,296.11,10.395696,94.18729817,
2013-06-03,1.3008,295.4,10.395696,92.8198032,
2013-06-04,1.3092,291.53,10.397294,92.72838375,
2013-06-05,1.3067,294.67,10.464436,93.28843652,
2013-06-06,1.3118,297.37,10.444453,90.69217869,
2013-06-07,1.326,295.72,10.485217,83.71040724,
2013-06-08,1.326,295.72,10.485217,81.36500754,
2013-06-09,1.326,295.72,10.485217,75.74660633,
2013-06-10,1.3209,297.2,10.598718,80.5132864,
2013-06-11,1.3273,299.71,10.557954,82.12160024,
2013-06-12,1.3277,296.4,10.609109,81.93115915,
2013-06-13,1.3315,294.85,10.612306,78.06984604,
2013-06-14,1.3303,291.41,10.64268,75.17101406,
2013-06-15,1.3303,291.41,10.64268,75.02067203,
2013-06-16,1.3303,291.41,10.64268,75.09584304,
2013-06-17,1.3337,290.6,10.633088,76.44147859,
2013-06-18,1.3374,293.62,10.660264,80.26768357,
2013-06-19,1.3406,293.99,10.689838,80.74742653,
2013-06-20,1.32,298.8,10.715416,84.31060606,
2013-06-21,1.318,298.87,10.55076,83.08042489,
2013-06-22,1.318,298.87,10.55076,82.09408194,
2013-06-23,1.318,298.87,10.55076,81.86646434,
2013-06-24,1.3086,299.97,10.55076,78.01467217,
2013-06-25,1.3134,296.85,10.534774,78.67367139,
2013-06-26,1.3024,297.28,10.498006,79.85257985,
2013-06-27,1.3032,294.98,10.410083,78.06936771,
2013-06-28,1.308,294.85,10.410083,72.37003058,
2013-06-29,1.308,294.85,10.410083,72.62996942,
2013-06-30,1.308,294.85,10.410083,74.54892966,
2013-07-01,1.3037,294.07,10.416478,67.53854414,
2013-07-02,1.3017,293.33,10.420474,69.45532765,
2013-07-03,1.2959,294.88,10.404488,60.87661085,
2013-07-04,1.2984,295.8,10.358129,61.64510166,
2013-07-05,1.2883,294.8,10.378111,53.1708453,
2013-07-06,1.2883,294.8,10.378111,54.07125669,
2013-07-07,1.2883,294.8,10.378111,59.38057906,
2013-07-08,1.285,294.52,10.297382,59.14396887,
2013-07-09,1.2857,292.95,10.271005,59.6562184,
2013-07-10,1.2813,294,10.2766,68.68024662,
2013-07-11,1.3044,292.47,10.241431,68.21527139,
2013-07-12,1.3034,292.82,10.426069,72.11140095,
2013-07-13,1.3034,292.82,10.426069,75.43348166,
2013-07-14,1.3034,292.82,10.426069,72.44130735,
2013-07-15,1.3012,292.01,10.418076,75.99907777,
2013-07-16,1.3118,292.6,10.400492,74.02042994,
2013-07-17,1.3136,293.85,10.485217,74.98477467,
2013-07-18,1.3093,294.97,10.499605,68.79248453,
2013-07-19,1.3123,295.58,10.465235,70.1059209,
2013-07-20,1.3123,295.58,10.465235,68.44471539,
2013-07-21,1.3123,295.58,10.465235,70.1059209,
2013-07-22,1.3166,293.95,10.489214,69.57314294,
2013-07-23,1.318,294.49,10.523584,72.50379363,
2013-07-24,1.3246,295.59,10.534774,71.7877095,
2013-07-25,1.3202,296.78,10.587528,73.43584305,
2013-07-26,1.326,296.56,10.552359,72.413273,
2013-07-27,1.326,296.56,10.552359,71.19155354,
2013-07-28,1.326,296.56,10.552359,74.49472097,
2013-07-29,1.327,297.88,10.598718,76.47324793,
2013-07-30,1.3284,299.1,10.606711,81.2707016,
2013-07-31,1.3275,299.67,10.617901,80.00753296,
2013-08-01,1.3236,298.83,10.610708,78.57358719,
2013-08-02,1.3203,300.25,10.579535,79.14867833,
2013-08-03,1.3203,300.25,10.579535,79.48950996,
2013-08-04,1.3203,300.25,10.579535,79.61826858,
2013-08-05,1.3257,298.56,10.553158,80.50086747,
2013-08-06,1.328,299.65,10.59632,80.24096386,
2013-08-07,1.3305,299.52,10.614704,79.66178129,
2013-08-08,1.336,298.91,10.634687,77.13323353,
2013-08-09,1.3373,298.43,10.678648,76.87130786,
2013-08-10,1.3373,298.43,10.678648,77.02086293,
2013-08-11,1.3373,298.43,10.678648,78.51641367,
2013-08-12,1.328,297.09,10.689039,80.42921687,
2013-08-13,1.329,298.87,10.614704,82.46802107,
2013-08-14,1.3243,298.62,10.622697,84.99584686,
2013-08-15,1.3297,298.96,10.58513,82.71790629,
2013-08-16,1.334,300.34,10.628292,81.70164918,
2013-08-17,1.334,300.34,10.628292,84.52023988,
2013-08-18,1.334,300.34,10.628292,84.99250375,
2013-08-19,1.3344,300.71,10.662662,88.80395683,
2013-08-20,1.3392,299.25,10.665859,90.50179211,
2013-08-21,1.3384,299.67,10.704226,92.12492528,
2013-08-22,1.3323,299.4,10.697831,91.5709675,
2013-08-23,1.3355,298.98,10.649074,88.73830026,
2013-08-24,1.3355,298.98,10.649074,89.55447398,
2013-08-25,1.3355,298.98,10.649074,91.43391988,
2013-08-26,1.3361,297.85,10.649074,89.86602799,
2013-08-27,1.3338,300.28,10.674652,98.43304843,
2013-08-28,1.3347,302.81,10.661063,96.4711171,
2013-08-29,1.3266,300.46,10.668257,97.46720941,
2013-08-30,1.3235,300.78,10.603514,104.2916509,
2013-08-31,1.3235,300.78,10.603514,106.5357008,
2013-09-01,1.3235,300.78,10.603514,110.3211182,
2013-09-02,1.3207,300.05,10.578735,109.0330885,
2013-09-03,1.3172,301.32,10.556355,109.322806,
2013-09-04,1.3171,301.3,10.52838,100.607395,
2013-09-05,1.3202,302.35,10.52758,98.621421,
2013-09-06,1.3117,300.67,10.552359,92.93283525,
2013-09-07,1.3117,300.67,10.552359,98.33803461,
2013-09-08,1.3117,300.67,10.552359,96.3025082,
2013-09-09,1.3194,300.43,10.484418,100.8791875,
2013-09-10,1.324,299.28,10.545964,100.1661631,
2013-09-11,1.3268,299.44,10.582732,107.099789,
2013-09-12,1.329,301.27,10.605112,104.8532731,
2013-09-13,1.3295,300.54,10.622697,105.7991726,
2013-09-14,1.3295,300.54,10.622697,102.8281309,
2013-09-15,1.3295,300.54,10.622697,104.0240692,
2013-09-16,1.3357,298.78,10.626694,104.379726,
2013-09-17,1.3356,299.13,10.67625,104.1853848,
2013-09-18,1.3352,298.47,10.675451,105.1602756,
2013-09-19,1.3545,295.72,10.672254,99.70468808,
2013-09-20,1.3514,299.28,10.826519,99.01583543,
2013-09-21,1.3514,299.28,10.826519,99.43762025,
2013-09-22,1.3514,299.28,10.826519,99.15643037,
2013-09-23,1.3508,299.05,10.80174,98.75629257,
2013-09-24,1.3473,299.89,10.796944,100.0371113,
2013-09-25,1.3504,300.12,10.768969,99.97037915,
2013-09-26,1.3499,299.87,10.793747,101.5630787,
2013-09-27,1.3537,299.63,10.789751,102.6298294,
2013-09-28,1.3537,299.63,10.789751,105.2670459,
2013-09-29,1.3537,299.63,10.789751,106.2864741,
2013-09-30,1.3505,298.15,10.820124,105.0721955,
2013-10-01,1.3554,296.07,10.794547,103.5118784,
2013-10-02,1.3515,296.7,10.833712,91.0099889,
2013-10-03,1.3594,295.92,10.80254,96.35868766,
2013-10-04,1.3593,296.92,10.865684,100.6547488,
2013-10-05,1.3593,296.92,10.865684,100.566468,
2013-10-06,1.3593,296.92,10.865684,101.3757081,
2013-10-07,1.3572,295.83,10.864885,100.0589449,
2013-10-08,1.3576,295.22,10.8481,100.5377136,
2013-10-09,1.3515,296.2,10.851297,103.2186459,
2013-10-10,1.3532,295.52,10.80254,103.7614543,
2013-10-11,1.3566,294.87,10.816128,103.2728881,
2013-10-12,1.3566,294.87,10.816128,105.3295002,
2013-10-13,1.3566,294.87,10.816128,108.7498157,
2013-10-14,1.3564,295.7,10.843304,111.5968741,
2013-10-15,1.3493,295.32,10.841705,117.1644556,
2013-10-16,1.3561,296.13,10.784955,112.6908045,
2013-10-17,1.3662,294.41,10.839307,115.3491436,
2013-10-18,1.3684,294.43,10.920037,122.9757381,
2013-10-19,1.3684,294.43,10.920037,133.8424437,
2013-10-20,1.3684,294.43,10.920037,135.9982461,
2013-10-21,1.3667,293.72,10.937621,141.0550962,
2013-10-22,1.3674,294.31,10.924033,148.4496124,
2013-10-23,1.3752,292.24,10.929628,165.7722513,
2013-10-24,1.3805,292.79,10.991974,149.9311844,
2013-10-25,1.3777,292.82,11.034337,143.6306888,
2013-10-26,1.3777,292.82,11.034337,136.8657908,
2013-10-27,1.3777,292.82,11.034337,150.1850911,
2013-10-28,1.3784,292.73,11.011956,150.101567,
2013-10-29,1.3768,293.14,11.017551,156.8855317,
2013-10-30,1.3755,293.63,11.004762,151.217739,
2013-10-31,1.3641,294.89,10.994372,154.8053662,
2013-11-01,1.3505,296.51,10.903251,158.0377638,
2013-11-02,1.3505,296.51,10.903251,156.7493521,
2013-11-03,1.3505,296.51,10.903251,165.8644946,
2013-11-04,1.3506,295.75,10.794547,176.3364431,
2013-11-05,1.3494,297,10.795346,186.2309174,
2013-11-06,1.3517,296.72,10.785754,195.383591,
2013-11-07,1.3365,295.78,10.804138,231.6872428,
2013-11-08,1.3431,296.22,10.682645,264.3139007,
2013-11-09,1.3431,296.22,10.682645,273.8366466,
2013-11-10,1.3431,296.22,10.682645,250.4057777,
2013-11-11,1.3394,297.29,10.735398,271.0019412,
2013-11-12,1.3432,298.5,10.705824,282.9362716,
2013-11-13,1.3415,298.66,10.736198,324.1520686,
2013-11-14,1.3436,297.63,10.722609,322.56624,
2013-11-15,1.346,298.41,10.739395,322.3774146,
2013-11-16,1.346,298.41,10.739395,343.2095097,
2013-11-17,1.346,298.41,10.739395,392.4962853,
2013-11-18,1.3517,297.06,10.758578,581.0682844,
2013-11-19,1.3502,296.96,10.804138,478.2180418,
2013-11-20,1.3527,296.78,10.792149,471.6271161,
2013-11-21,1.3472,297.46,10.812131,567.7776128,
2013-11-22,1.3518,297.98,10.76817,593.28303,
2013-11-23,1.3518,297.98,10.76817,615.8455393,
2013-11-24,1.3518,297.98,10.76817,588.1121468,
2013-11-25,1.3514,298.21,10.804937,614.1704899,
2013-11-26,1.3547,298.72,10.80174,715.9961615,
2013-11-27,1.3596,299.08,10.828117,794.2703736,
2013-11-28,1.3592,299.46,10.867283,810.3148911,
2013-11-29,1.3611,301.1,10.864086,886.7313203,
2013-11-30,1.3611,301.1,10.864086,885.7982514,
2013-12-01,1.3611,301.1,10.864086,737.9252076,
2013-12-02,1.3536,302.2,10.879272,810.106383,
2013-12-03,1.3578,302.9,10.819325,850.5376344,
2013-12-04,1.3592,302.49,10.852895,910.4988228,
2013-12-05,1.3594,301.83,10.864086,813.8516993,
2013-12-06,1.3661,302.25,10.865684,618.5637947,
2013-12-07,1.3661,302.25,10.865684,510.2261913,
2013-12-08,1.3661,302.25,10.865684,588.5074299,
2013-12-09,1.3722,301.57,10.919237,669.6910071,
2013-12-10,1.375,300.79,10.967995,751.7963636,
2013-12-11,1.3767,302.25,10.990375,668.2138447,
2013-12-12,1.3775,303.49,11.003963,653.3430127,
2013-12-13,1.3727,302.42,11.010358,682.42879,
2013-12-14,1.3727,302.42,11.010358,662.1548772,
2013-12-15,1.3727,302.42,11.010358,670.124572,
2013-12-16,1.3776,299.77,10.971991,551.6260163,
2013-12-17,1.3749,299.3,11.011157,520.0160012,
2013-12-18,1.3749,298.49,10.989576,393.4686159,
2013-12-19,1.3667,299.38,10.989576,535.5601083,
2013-12-20,1.3655,298.83,10.924033,475.986818,
2013-12-21,1.3655,298.83,10.924033,469.0443061,
2013-12-22,1.3655,298.83,10.924033,468.319297,
2013-12-23,1.3702,298.52,10.914442,520.5371479,
2013-12-24,1.3684,297.14,10.952009,513.5559778,
2013-12-25,1.3684,297.14,10.937621,516.8444899,
2013-12-26,1.3684,297.14,10.937621,586.0713242,
2013-12-27,1.3814,297.27,10.937621,581.3305342,
2013-12-28,1.3814,297.27,10.937621,551.6070653,
2013-12-29,1.3814,297.27,10.937621,568.2351238,
2013-12-30,1.3783,296.8,11.04153,583.9294783,
2013-12-31,1.3791,297.04,11.04153,584.3956203,
2014-01-01,1.3791,297.04,11.04153,591.6467261,
2014-01-02,1.3658,298.63,11.04153,627.4051838,
2014-01-03,1.3634,298.66,11.04153,648.5697521,
2014-01-04,1.3634,298.66,11.04153,678.2235588,
2014-01-05,1.3634,298.66,11.04153,744.2716738,
2014-01-06,1.3602,299.82,11.04153,744.486105,
2014-01-07,1.3641,300.75,11.04153,645.0406862,
2014-01-08,1.3594,300.35,10.897656,690.6282183,
2014-01-09,1.3612,299.41,10.865684,688.3264766,
2014-01-10,1.3587,299.24,10.880072,704.9091043,
2014-01-11,1.3587,299.24,10.860089,739.9131523,
2014-01-12,1.3587,299.24,10.860089,691.6832266,
2014-01-13,1.3654,298.84,10.860089,675.9264684,
2014-01-14,1.3667,299.8,10.913642,672.6274969,
2014-01-15,1.3606,300.36,10.924033,691.7683375,
2014-01-16,1.3597,300.55,10.875276,671.8320218,
2014-01-17,1.3584,300.72,10.868082,658.2449941,
2014-01-18,1.3584,300.72,10.868082,666.7550059,
2014-01-19,1.3584,300.72,10.868082,702.8857479,
2014-01-20,1.3566,301.71,10.857691,704.666077,
2014-01-21,1.3526,302.8,10.843304,711.3780866,
2014-01-22,1.3566,302.18,10.811332,700.9803922,
2014-01-23,1.3639,303.62,10.843304,692.250165,
2014-01-24,1.3687,305.65,10.901653,669.6500329,
2014-01-25,1.3687,305.65,10.901653,702.1626361,
2014-01-26,1.3687,305.65,10.901653,735.7346387,
2014-01-27,1.3658,304.93,10.940019,690.8332113,
2014-01-28,1.3649,304.83,10.916839,683.3321122,
2014-01-29,1.3608,307.37,10.909646,680.239565,
2014-01-30,1.3574,310.97,10.876874,693.5243849,
2014-01-31,1.3516,313.26,10.849698,694.6211897,
2014-02-01,1.3516,313.26,10.849698,695.782776,
2014-02-02,1.3516,313.26,10.849698,705.3196212,
2014-02-03,1.3498,311.76,10.803339,690.257816,
2014-02-04,1.3519,309.32,10.788951,685.4353133,
2014-02-05,1.3543,307.59,10.805737,667.8874695,
2014-02-06,1.3495,307.48,10.82492,614.2052612,
2014-02-07,1.3574,308.81,11.751446,512.4871077,
2014-02-08,1.3574,308.81,11.751446,477.9578606,
2014-02-09,1.3574,308.81,11.751446,485.9068808,
2014-02-10,1.3638,310.88,11.576179,427.2107347,
2014-02-11,1.3676,310.1,11.664854,423.3401579,
2014-02-12,1.3573,308.52,11.693937,391.3136374,
2014-02-13,1.3675,311.67,11.605865,330.1206581,
2014-02-14,1.3707,309.05,11.802756,312.0157584,
2014-02-15,1.3707,309.05,11.802756,270.7156927,
2014-02-16,1.3707,309.05,11.802756,218.7203619,
2014-02-17,1.3699,308.75,11.843533,198.7590335,
2014-02-18,1.3731,310.18,11.843881,214.0776345,
2014-02-19,1.3745,313.26,11.927982,190.2728265,
2014-02-20,1.3706,313.58,12.075257,81.65766817,
2014-02-21,1.3707,311.89,12.113363,81.38907128,
2014-02-22,1.3707,311.89,12.113363,186.4667688,
2014-02-23,1.3707,311.89,12.113363,226.2858394,
2014-02-24,1.3735,310.24,12.251317,126.6836549,
2014-02-25,1.3754,309.12,12.413281,98.72037226,
2014-02-26,1.3726,310.35,12.965758,432.1288066,
2014-02-27,1.3656,310.9,13.06427,436.7970123,
2014-02-28,1.3813,310.45,13.637291,415.507131,
2014-03-01,1.3813,310.45,13.637291,403.5256642,
2014-03-02,1.3813,310.45,13.637291,394.2373127,
2014-03-03,1.3768,312.65,13.397781,480.9558396,
2014-03-04,1.3768,311.15,13.757536,480.7161534,
2014-03-05,1.3732,309.48,13.388141,479.391203,
2014-03-06,1.3745,309.81,12.975229,471.6333212,
2014-03-07,1.3894,310,12.903669,443.8822513,
2014-03-08,1.3894,310,12.903669,438.4698431,
2014-03-09,1.3894,310,12.903669,451.309918,
2014-03-10,1.3881,312.34,12.903669,441.5892227,
2014-03-11,1.385,312.75,12.832359,439.4873646,
2014-03-12,1.3887,313.35,12.877038,446.0502628,
2014-03-13,1.3942,311.7,12.89033,448.3144456,
2014-03-14,1.3884,314.55,13.2113,442.2572746,
2014-03-15,1.3884,314.55,13.2113,449.4598099,
2014-03-16,1.3884,314.55,13.2113,445.9377701,
2014-03-17,1.3906,312.3,13.329612,436.0563785,
2014-03-18,1.3902,311.52,13.567806,430.8229032,
2014-03-19,1.3913,310.08,13.846114,427.6288363,
2014-03-20,1.3762,312.36,13.798635,411.2701642,
2014-03-21,1.378,312.59,13.912281,398.838897,
2014-03-22,1.378,312.59,13.912281,409.5355588,
2014-03-23,1.378,312.59,13.912281,399.9709724,
2014-03-24,1.3774,312.89,14.050777,412.0516916,
2014-03-25,1.3789,311.81,14.292178,408.2166945,
2014-03-26,1.3791,312.27,14.582971,407.8384454,
2014-03-27,1.3758,311.69,14.717893,334.6780055,
2014-03-28,1.3759,308.89,14.927705,350.7595029,
2014-03-29,1.3759,308.89,14.927705,346.7621193,
2014-03-30,1.3759,308.89,14.927705,324.8201177,
2014-03-31,1.3788,307.18,15.072434,322.4978242,
2014-04-01,1.379,307.79,15.16418,336.0768673,
2014-04-02,1.3795,307.29,15.31545,307.6259514,
2014-04-03,1.3771,307.21,15.507787,316.832474,
2014-04-04,1.37,306.68,15.975878,324.350365,
2014-04-05,1.37,306.68,15.975878,333.3065693,
2014-04-06,1.37,306.68,15.975878,332.620438,
2014-04-07,1.3723,306.5,15.961828,336.9379873,
2014-04-08,1.3774,305.26,16.094564,338.7251343,
2014-04-09,1.3794,305.2,16.36133,331.5499493,
2014-04-10,1.3867,305.09,17.405129,277.3707363,
