Date,USD,HUF,UAH,BTC,ETH
2008-05-22,1.5755,245.45,7.640205,,
2008-05-23,1.5742,244.97,7.641175,,
2008-05-24,1.5742,244.97,7.641175,,
2008-05-25,1.5742,244.97,7.641175,,
2008-05-26,1.5761,243.93,7.63487,,
2008-05-27,1.576,244.03,7.644085,,
2008-05-28,1.5656,243.79,7.6436,,
2008-05-29,1.5551,241.32,7.59316,,
2008-05-30,1.5508,241.33,7.545345,,
2008-05-31,1.5508,241.33,7.545345,,
2008-06-01,1.5508,241.33,7.545345,,
2008-06-02,1.5521,241.06,7.524482,,
2008-06-03,1.5593,241.48,7.530789,,
2008-06-04,1.5466,242.7,7.565724,,
2008-06-05,1.5402,241.86,7.504103,,
2008-06-06,1.5597,245.43,7.476131,,
2008-06-07,1.5597,245.43,7.476131,,
2008-06-08,1.5597,245.43,7.476131,,
2008-06-09,1.5784,247.2,7.566105,,
2008-06-10,1.5526,247.66,7.653662,,
2008-06-11,1.5515,247.01,7.532439,,
2008-06-12,1.5417,246.78,7.52974,,
2008-06-13,1.5336,247.5,7.483874,,
2008-06-14,1.5336,247.5,7.483874,,
2008-06-15,1.5336,247.5,7.483874,,
2008-06-16,1.5459,247.23,7.483874,,
2008-06-17,1.5477,246.34,7.444554,,
2008-06-18,1.5493,243.44,7.513,,
2008-06-19,1.5481,240.45,7.519373,,
2008-06-20,1.561,238.55,7.512155,,
2008-06-21,1.561,238.55,7.512155,,
2008-06-22,1.561,238.55,7.512155,,
2008-06-23,1.5521,239.51,7.570382,,
2008-06-24,1.5568,239.16,7.527219,,
2008-06-25,1.5599,236.96,7.550013,,
2008-06-26,1.5731,236.71,7.565047,,
2008-06-27,1.5748,238.38,7.627805,,
2008-06-28,1.5748,238.38,7.627805,,
2008-06-29,1.5748,238.38,7.627805,,
2008-06-30,1.5764,235.43,7.627805,,
2008-07-01,1.5775,235.96,7.636048,,
2008-07-02,1.5806,236.3,7.649771,,
2008-07-03,1.5885,236.74,7.66512,,
2008-07-04,1.5671,233.81,7.703907,,
2008-07-05,1.5671,233.81,7.703907,,
2008-07-06,1.5671,233.81,7.703907,,
2008-07-07,1.5651,232.92,7.584921,,
2008-07-08,1.5687,231.06,7.575241,,
2008-07-09,1.5715,230.49,7.593606,,
2008-07-10,1.5708,230.6,7.608732,,
2008-07-11,1.5835,231.51,7.605342,,
2008-07-12,1.5835,231.51,7.605342,,
2008-07-13,1.5835,231.51,7.605342,,
2008-07-14,1.5847,230.21,7.667465,,
2008-07-15,1.599,232.76,7.672008,,
2008-07-16,1.5888,232.37,7.73932,,
2008-07-17,1.5849,230.13,7.691063,,
2008-07-18,1.5816,228.16,7.671391,,
2008-07-19,1.5816,228.16,7.671391,,
2008-07-20,1.5816,228.16,7.671391,,
2008-07-21,1.5858,229.36,7.654944,,
2008-07-22,1.5919,229.07,7.675272,,
2008-07-23,1.5741,232.1,7.704796,,
2008-07-24,1.5677,232.3,7.619746,,
2008-07-25,1.5734,231.35,7.592058,,
2008-07-26,1.5734,231.35,7.592058,,
2008-07-27,1.5734,231.35,7.592058,,
2008-07-28,1.5746,230.87,7.619662,,
2008-07-29,1.5705,230.76,7.626575,,
2008-07-30,1.5589,231.72,7.608758,,
2008-07-31,1.5611,231.26,7.553026,,
2008-08-01,1.5574,233.76,7.563686,,
2008-08-02,1.5574,233.76,7.563686,,
2008-08-03,1.5574,233.76,7.563686,,
2008-08-04,1.5566,233.74,7.545759,,
2008-08-05,1.5487,235.13,7.541883,,
2008-08-06,1.5478,236.28,7.502677,,
2008-08-07,1.5471,234.2,7.498317,,
2008-08-08,1.5074,236.08,7.495699,,
2008-08-09,1.5074,236.08,7.495699,,
2008-08-10,1.5074,236.08,7.495699,,
2008-08-11,1.5012,236.71,7.303353,,
2008-08-12,1.4907,236.47,7.273314,,
2008-08-13,1.4903,237.14,7.221845,,
2008-08-14,1.4907,237.28,7.219013,,
2008-08-15,1.4729,239.45,7.220951,,
2008-08-16,1.4729,239.45,7.220951,,
2008-08-17,1.4729,239.45,7.220951,,
2008-08-18,1.4704,236.82,7.134728,,
2008-08-19,1.4677,235.78,7.121294,,
2008-08-20,1.4734,234.66,7.108952,,
2008-08-21,1.4814,233.88,7.136855,,
2008-08-22,1.4808,233.68,7.175605,,
2008-08-23,1.4808,233.68,7.175605,,
2008-08-24,1.4808,233.68,7.175605,,
2008-08-25,1.4767,233.93,7.175605,,
2008-08-26,1.4598,236.6,7.172255,,
2008-08-27,1.4767,235.71,7.073753,,
2008-08-28,1.4771,238.56,7.155645,,
2008-08-29,1.4735,237.68,7.157583,,
2008-08-30,1.4735,237.68,7.157583,,
2008-08-31,1.4735,237.68,7.157583,,
2008-09-01,1.4621,237.7,7.140876,,
2008-09-02,1.4516,238.24,7.086799,,
2008-09-03,1.4441,238.85,7.040405,,
2008-09-04,1.4488,238.73,7.004896,,
2008-09-05,1.4247,241.95,7.027115,,
2008-09-06,1.4247,241.95,7.027115,,
2008-09-07,1.4247,241.95,7.027115,,
2008-09-08,1.4214,241.1,6.910935,,
2008-09-09,1.4144,239.23,6.895354,,
2008-09-10,1.4094,241.39,6.86182,,
2008-09-11,1.3934,241.16,6.837986,,
2008-09-12,1.4066,239.6,6.761195,,
2008-09-13,1.4066,239.6,6.761195,,
2008-09-14,1.4066,239.6,6.761195,,
2008-09-15,1.4151,240.92,6.824823,,
2008-09-16,1.4267,243.3,6.865641,,
2008-09-17,1.4224,241.89,6.921064,,
2008-09-18,1.4502,242.15,6.900205,,
2008-09-19,1.4236,239.96,7.035065,,
2008-09-20,1.4236,239.96,7.035065,,
2008-09-21,1.4236,239.96,7.035065,,
2008-09-22,1.4571,239.93,6.905884,,
2008-09-23,1.4731,240.7,7.067664,,
2008-09-24,1.469,241.34,7.152048,,
2008-09-25,1.47,240.75,7.139487,,
2008-09-26,1.464,240.65,7.146699,,
2008-09-27,1.464,240.65,7.146699,,
2008-09-28,1.464,240.65,7.146699,,
2008-09-29,1.4349,242.62,7.11665,,
2008-09-30,1.4303,242.83,6.975049,,
2008-10-01,1.4081,241.65,6.953117,,
2008-10-02,1.3903,243.88,6.845478,,
2008-10-03,1.3834,246.1,6.770344,,
2008-10-04,1.3834,246.1,6.770344,,
2008-10-05,1.3834,246.1,6.770344,,
2008-10-06,1.3634,248.88,6.736466,,
2008-10-07,1.3632,249.13,6.639076,,
2008-10-08,1.3731,251.95,6.667411,,
2008-10-09,1.3682,252.98,6.764577,,
2008-10-10,1.3579,261.05,6.741258,,
2008-10-11,1.3579,261.05,6.741258,,
2008-10-12,1.3579,261.05,6.741258,,
2008-10-13,1.3639,253,6.681004,,
2008-10-14,1.3752,250,6.710524,,
2008-10-15,1.3625,263,6.765984,,
2008-10-16,1.3507,266,6.70568,,
2008-10-17,1.3404,268.5,6.704605,,
2008-10-18,1.3404,268.5,6.704605,,
2008-10-19,1.3404,268.5,6.704605,,
2008-10-20,1.3424,268.27,6.652539,,
2008-10-21,1.3184,274.78,6.692535,,
2008-10-22,1.2843,275.55,6.605184,,
2008-10-23,1.281,284,6.537087,,
2008-10-24,1.2596,277,6.59715,,
2008-10-25,1.2596,277,6.59715,,
2008-10-26,1.2596,277,6.59715,,
2008-10-27,1.246,271.03,6.575112,,
2008-10-28,1.2526,262,6.6661,,
2008-10-29,1.277,256.05,6.8893,,
2008-10-30,1.3035,257.24,7.356031,,
2008-10-31,1.2757,261.43,7.508681,,
2008-11-01,1.2757,261.43,7.508681,,
2008-11-02,1.2757,261.43,7.508681,,
2008-11-03,1.2822,258.36,7.384772,,
2008-11-04,1.282,259.86,7.426246,,
2008-11-05,1.287,259.3,7.46906,,
2008-11-06,1.277,261.94,7.493429,,
2008-11-07,1.2756,269,7.405195,,
2008-11-08,1.2756,269,7.405195,,
2008-11-09,1.2756,269,7.405195,,
2008-11-10,1.2891,265.51,7.396439,,
2008-11-11,1.2747,266.66,7.451514,,
2008-11-12,1.253,271,7.362412,,
2008-11-13,1.2525,269.75,7.24234,,
2008-11-14,1.2675,270.55,7.24183,,
2008-11-15,1.2675,270.55,7.24183,,
2008-11-16,1.2675,270.55,7.24183,,
2008-11-17,1.266,268.5,7.3316,,
2008-11-18,1.2653,271.09,7.335077,,
2008-11-19,1.2634,271,7.446797,,
2008-11-20,1.2542,269.94,7.572314,,
2008-11-21,1.2602,266.78,7.523695,,
2008-11-22,1.2602,266.78,7.523695,,
2008-11-23,1.2602,266.78,7.523695,,
2008-11-24,1.2773,263.5,7.777576,,
2008-11-25,1.2811,262.3,8.040731,,
2008-11-26,1.2935,260.08,8.467559,,
2008-11-27,1.29,261.65,8.720518,,
2008-11-28,1.2727,259.56,8.696922,,
2008-11-29,1.2727,259.56,8.696922,,
2008-11-30,1.2727,259.56,8.696922,,
2008-12-01,1.2608,262.2,8.753249,,
2008-12-02,1.2697,261.35,9.004634,,
2008-12-03,1.2623,262.33,9.191104,,
2008-12-04,1.262,261,9.318172,,
2008-12-05,1.2665,265.32,9.290087,,
2008-12-06,1.2665,265.32,9.290087,,
2008-12-07,1.2665,265.32,9.290087,,
2008-12-08,1.2854,264.45,9.321187,,
2008-12-09,1.2838,263.28,9.510546,,
2008-12-10,1.2925,263.75,9.538762,,
2008-12-11,1.3215,264.45,9.660533,,
2008-12-12,1.334,264.5,9.893806,,
2008-12-13,1.334,264.5,9.893806,,
2008-12-14,1.334,264.5,9.893806,,
2008-12-15,1.351,266.74,9.969115,,
2008-12-16,1.369,268.38,10.340284,,
2008-12-17,1.4059,265.05,10.593733,,
2008-12-18,1.4616,268.61,11.057122,,
2008-12-19,1.394,265.84,11.515654,,
2008-12-20,1.394,265.84,11.515654,,
2008-12-21,1.394,265.84,11.515654,,
2008-12-22,1.397,266.12,10.983047,,
2008-12-23,1.3978,264.6,11.006684,,
2008-12-24,1.4005,267.76,10.888862,,
2008-12-25,1.4005,267.76,10.909895,,
2008-12-26,1.4005,267.76,10.909895,,
2008-12-27,1.4005,267.76,10.909895,,
2008-12-28,1.4005,267.76,10.909895,,
2008-12-29,1.427,266.64,10.78385,,
2008-12-30,1.4098,266.33,10.9879,,
2008-12-31,1.3917,266.7,10.85546,,
2009-01-01,1.3917,266.7,10.85546,,
2009-01-02,1.3866,265.48,10.85546,,
2009-01-03,1.3866,265.48,10.85546,,
2009-01-04,1.3866,265.48,10.85546,,
2009-01-05,1.3582,267.13,10.85546,,
2009-01-06,1.3332,266.67,10.45814,,
2009-01-07,1.3595,266.14,10.45814,,
2009-01-08,1.3617,271.77,10.26564,,
2009-01-09,1.3684,276.13,10.48509,,
2009-01-10,1.3684,276.13,10.48509,,
2009-01-11,1.3684,276.13,10.48509,,
2009-01-12,1.3394,279.4,10.53668,,
2009-01-13,1.3262,277.73,10.31338,,
2009-01-14,1.3173,277.45,10.21174,,
2009-01-15,1.3085,281.45,10.14321,,
2009-01-16,1.327,277.9,10.07545,,
2009-01-17,1.327,277.9,10.07545,,
2009-01-18,1.327,277.9,10.07545,,
2009-01-19,1.3182,283.55,10.2179,,
2009-01-20,1.293,287.15,10.15014,,
2009-01-21,1.291,284.58,9.9561,,
2009-01-22,1.2984,282.76,9.9407,,
2009-01-23,1.2795,289.85,9.99768,,
2009-01-24,1.2795,289.85,9.99768,,
2009-01-25,1.2795,289.85,9.99768,,
2009-01-26,1.299,285.41,9.85215,,
2009-01-27,1.3174,285.32,10.0023,,
2009-01-28,1.326,284.8,10.14398,,
2009-01-29,1.3111,287.28,10.2102,,
2009-01-30,1.2816,299.08,10.09547,,
2009-01-31,1.2816,299.08,10.09547,,
2009-02-01,1.2816,299.08,10.09547,,
2009-02-02,1.276,297.98,9.86832,,
2009-02-03,1.2849,299.25,9.8252,,
2009-02-04,1.2818,298.5,9.89373,,
2009-02-05,1.2829,294.99,9.86986,,
2009-02-06,1.2796,292.6,9.87833,,
2009-02-07,1.2796,292.6,9.87833,,
2009-02-08,1.2796,292.6,9.87833,,
2009-02-09,1.3008,287.9,9.85292,,
2009-02-10,1.2967,287.7,10.01616,,
2009-02-11,1.2938,295.99,9.98459,,
2009-02-12,1.2833,298.55,9.96226,,
2009-02-13,1.2823,298.22,9.88141,,
2009-02-14,1.2823,298.22,9.88141,,
2009-02-15,1.2823,298.22,9.88141,,
2009-02-16,1.2765,303.35,9.87371,,
2009-02-17,1.2634,307.15,9.82905,,
2009-02-18,1.2596,302.72,9.72818,,
2009-02-19,1.2705,300.39,9.69892,,
2009-02-20,1.2591,304.45,9.78285,,
2009-02-21,1.2591,304.45,9.78285,,
2009-02-22,1.2591,304.45,9.78285,,
2009-02-23,1.2798,297.05,9.69507,,
2009-02-24,1.2763,299.05,9.85446,,
2009-02-25,1.2795,299.63,9.82751,,
2009-02-26,1.2782,300.02,9.85215,,
2009-02-27,1.2644,300.46,9.84214,,
2009-02-28,1.2644,300.46,9.84214,,
2009-03-01,1.2644,300.46,9.84214,,
2009-03-02,1.2596,307.03,9.73588,,
2009-03-03,1.2615,306.84,9.69892,,
2009-03-04,1.2555,310.05,9.71355,,
2009-03-05,1.2555,311.63,9.66735,,
2009-03-06,1.2658,316.5,9.66735,,
2009-03-07,1.2658,316.5,9.66735,,
2009-03-08,1.2658,316.5,9.66735,,
2009-03-09,1.2565,310.6,9.66735,,
2009-03-10,1.2783,305.99,9.74666,,
2009-03-11,1.2786,300.26,9.84291,,
2009-03-12,1.2782,302.25,9.84522,,
2009-03-13,1.2905,297.71,9.84214,,
2009-03-14,1.2905,297.71,9.84214,,
2009-03-15,1.2905,297.71,9.84214,,
2009-03-16,1.3042,295.53,9.93685,,
2009-03-17,1.2942,299.68,10.04234,,
2009-03-18,1.313,301.7,9.96534,,
2009-03-19,1.3671,298.5,10.1101,,
2009-03-20,1.3549,298.36,10.52667,,
2009-03-21,1.3549,298.36,10.52667,,
2009-03-22,1.3549,298.36,10.52667,,
2009-03-23,1.3558,304.15,10.43273,,
2009-03-24,1.3507,300.85,10.43966,,
2009-03-25,1.3494,300.22,10.40039,,
2009-03-26,1.3607,302,10.39038,,
2009-03-27,1.3295,304.37,10.47739,,
2009-03-28,1.3295,304.37,10.47739,,
2009-03-29,1.3295,304.37,10.47739,,
2009-03-30,1.3193,308.65,10.23715,,
2009-03-31,1.3308,308.18,10.15861,,
2009-04-01,1.3246,304.81,10.24716,,
2009-04-02,1.3392,298.65,10.19942,,
2009-04-03,1.3425,295.58,10.31184,,
2009-04-04,1.3425,295.58,10.31184,,
2009-04-05,1.3425,295.58,10.31184,,
2009-04-06,1.3496,294.3,10.33725,,
2009-04-07,1.3255,296.8,10.39192,,
2009-04-08,1.3231,296.88,10.20635,,
2009-04-09,1.3273,289.85,10.18787,,
2009-04-10,1.3273,289.85,10.22021,,
2009-04-11,1.3273,289.85,10.22021,,
2009-04-12,1.3273,289.85,10.22021,,
2009-04-13,1.3273,289.85,10.22021,,
2009-04-14,1.3276,289.5,10.22021,,
2009-04-15,1.3173,290.79,10.22252,,
2009-04-16,1.3196,293.34,10.14321,,
2009-04-17,1.3058,293.85,10.16092,,
2009-04-18,1.3058,293.85,10.16092,,
2009-04-19,1.3058,293.85,10.16092,,
2009-04-20,1.2966,299.2,10.16092,,
2009-04-21,1.2932,300.35,10.05466,,
2009-04-22,1.2947,298,9.95764,,
2009-04-23,1.305,296.81,9.96919,,
2009-04-24,1.3232,295.82,10.0485,,
2009-04-25,1.3232,295.82,10.0485,,
2009-04-26,1.3232,295.82,10.0485,,
2009-04-27,1.3125,295.79,10.18864,,
2009-04-28,1.2992,295.95,10.10625,,
2009-04-29,1.3266,289.2,10.00384,,
2009-04-30,1.3275,289.73,10.21482,,
2009-05-01,1.3275,289.73,10.21482,,
2009-05-02,1.3275,289.73,10.21482,,
2009-05-03,1.3275,289.73,10.21482,,
2009-05-04,1.3223,288.23,10.21482,,
2009-05-05,1.3403,283.26,10.22175,,
2009-05-06,1.3322,285.83,10.32031,,
2009-05-07,1.3363,276.6,10.25794,,
2009-05-08,1.3425,277.75,10.310356,,
2009-05-09,1.3425,277.75,10.310356,,
2009-05-10,1.3425,277.75,10.310356,,
2009-05-11,1.3574,277.45,10.310356,,
2009-05-12,1.3683,278.78,10.302211,,
2009-05-13,1.3623,281.44,10.475021,,
2009-05-14,1.3563,289.73,10.38781,,
2009-05-15,1.3518,289.4,10.339753,,
2009-05-16,1.3518,289.4,10.339753,,
2009-05-17,1.3518,289.4,10.339753,,
2009-05-18,1.3494,284.15,10.303555,,
2009-05-19,1.3612,278.18,10.284317,,
2009-05-20,1.369,277.85,10.373433,,
2009-05-21,1.3771,278.43,10.426441,,
2009-05-22,1.3972,278.39,10.488131,,
2009-05-23,1.3972,278.39,10.488131,,
2009-05-24,1.3972,278.39,10.488131,,
2009-05-25,1.401,280.6,10.641075,,
2009-05-26,1.3908,282.43,10.669736,,
2009-05-27,1.3901,282.85,10.596505,,
2009-05-28,1.3856,284.75,10.591172,,
2009-05-29,1.4098,282.48,10.556609,,
2009-05-30,1.4098,282.48,10.556609,,
2009-05-31,1.4098,282.48,10.556609,,
2009-06-01,1.422,280.73,10.740561,,
2009-06-02,1.4238,281.7,10.822131,,
2009-06-03,1.4207,282.9,10.837254,,
2009-06-04,1.4095,287.1,10.811527,,
2009-06-05,1.4177,289.1,10.729255,,
2009-06-06,1.4177,289.1,10.729255,,
2009-06-07,1.4177,289.1,10.729255,,
2009-06-08,1.3866,287.19,10.729255,,
2009-06-09,1.3959,280.13,10.791391,,
2009-06-10,1.4102,278.17,10.622939,,
2009-06-11,1.3969,280.2,10.731622,,
2009-06-12,1.4004,277.81,10.630828,,
2009-06-13,1.4004,277.81,10.630828,,
2009-06-14,1.4004,277.81,10.630828,,
2009-06-15,1.385,280.4,10.659005,,
2009-06-16,1.389,280.08,10.541789,,
2009-06-17,1.384,283.8,10.572235,,
2009-06-18,1.392,283.57,10.544696,,
2009-06-19,1.3932,279.5,10.603421,,
2009-06-20,1.3932,279.5,10.603421,,
2009-06-21,1.3932,279.5,10.603421,,
2009-06-22,1.3858,278.62,10.611726,,
2009-06-23,1.3978,281.2,10.546354,,
2009-06-24,1.4029,277.75,10.638796,,
2009-06-25,1.394,277.1,10.695008,,
2009-06-26,1.4096,275.3,10.634129,,
2009-06-27,1.4096,275.3,10.634129,,
2009-06-28,1.4096,275.3,10.634129,,
2009-06-29,1.4058,276.21,10.634129,,
2009-06-30,1.4134,271.55,10.755671,,
2009-07-01,1.4096,271.11,10.799083,,
2009-07-02,1.4049,268.45,10.768639,,
2009-07-03,1.4009,272.55,10.731188,,
2009-07-04,1.4009,272.55,10.731188,,
2009-07-05,1.4009,272.55,10.731188,,
2009-07-06,1.3897,273.7,10.699654,,
2009-07-07,1.4019,273.2,10.614112,,
2009-07-08,1.3901,278.1,10.696497,,
2009-07-09,1.399,275,10.598817,,
2009-07-10,1.3901,277.5,10.663738,,
2009-07-11,1.3901,277.5,10.663738,,
2009-07-12,1.3901,277.5,10.663738,,
2009-07-13,1.3975,277.96,10.598678,,
2009-07-14,1.3991,275.79,10.655099,,
2009-07-15,1.4089,273.25,10.670096,,
2009-07-16,1.413,272.82,10.751457,,
2009-07-17,1.409,274.2,10.796027,,
2009-07-18,1.409,274.2,10.796027,,
2009-07-19,1.409,274.2,10.796027,,
2009-07-20,1.4217,272.9,10.780964,,
2009-07-21,1.4223,271.3,10.89335,,
2009-07-22,1.4191,271.55,10.895387,,
2009-07-23,1.4229,271.26,10.874847,,
2009-07-24,1.4227,266.59,10.903683,,
2009-07-25,1.4227,266.59,10.903683,,
2009-07-26,1.4227,266.59,10.903683,,
2009-07-27,1.4269,268,10.90656,,
2009-07-28,1.4229,267.55,10.975001,,
2009-07-29,1.4104,269.75,10.942243,,
2009-07-30,1.4053,268.31,10.86008,,
2009-07-31,1.4138,266.53,10.817999,,
2009-08-01,1.4138,266.53,10.817999,,
2009-08-02,1.4138,266.53,10.817999,,
2009-08-03,1.4303,265.7,10.884988,,
2009-08-04,1.4384,267.05,10.994001,,
2009-08-05,1.441,267,11.04907,,
2009-08-06,1.437,269.89,11.071203,,
2009-08-07,1.4357,272.8,11.062026,,
2009-08-08,1.4357,272.8,11.062026,,
2009-08-09,1.4357,272.8,11.062026,,
2009-08-10,1.4202,269.31,11.060346,,
2009-08-11,1.4166,273.1,10.949742,,
2009-08-12,1.417,273.6,10.948051,,
2009-08-13,1.4293,268.21,10.96673,,
2009-08-14,1.4294,269.2,11.075646,,
2009-08-15,1.4294,269.2,11.075646,,
2009-08-16,1.4294,269.2,11.075646,,
2009-08-17,1.4072,274.07,11.102579,,
2009-08-18,1.4101,272.66,10.9839,,
2009-08-19,1.4112,274.41,11.040519,,
2009-08-20,1.4243,271.5,11.075098,,
2009-08-21,1.433,268.59,11.229751,,
2009-08-22,1.433,268.59,11.229751,,
2009-08-23,1.433,268.59,11.229751,,
2009-08-24,1.4323,268.15,11.229751,,
2009-08-25,1.4324,266.96,11.37802,,
2009-08-26,1.427,267.7,11.406631,,
2009-08-27,1.4268,268.5,11.400303,,
2009-08-28,1.4364,270.74,11.398705,,
2009-08-29,1.4364,270.74,11.398705,,
2009-08-30,1.4364,270.74,11.398705,,
2009-08-31,1.4272,271.85,11.4754,,
2009-09-01,1.4314,273.65,11.401901,,
2009-09-02,1.422,276.37,11.422572,,
2009-09-03,1.4335,273.95,11.35467,,
2009-09-04,1.4262,274.35,11.446498,,
2009-09-05,1.4262,274.35,11.446498,,
2009-09-06,1.4262,274.35,11.446498,,
2009-09-07,1.433,272.24,11.402469,,
2009-09-08,1.4473,270.98,11.456835,,
2009-09-09,1.4522,271.25,11.574058,,
2009-09-10,1.4545,272.28,11.610339,,
2009-09-11,1.4594,273.33,11.627855,,
2009-09-12,1.4594,273.33,11.627855,,
2009-09-13,1.4594,273.33,11.627855,,
2009-09-14,1.4561,274.33,11.671406,,
2009-09-15,1.4611,272.02,11.644286,,
2009-09-16,1.4671,269.84,11.694937,,
2009-09-17,1.4712,270.61,11.742962,,
2009-09-18,1.4705,271.18,11.779163,,
2009-09-19,1.4705,271.18,11.779163,,
2009-09-20,1.4705,271.18,11.779163,,
2009-09-21,1.4658,272.37,11.773558,,
2009-09-22,1.478,271.42,11.736367,,
2009-09-23,1.4783,271.27,11.83405,,
2009-09-24,1.4768,270.15,11.836452,,
2009-09-25,1.467,270,11.824442,,
2009-09-26,1.467,270,11.824442,,
2009-09-27,1.467,270,11.824442,,
2009-09-28,1.465,269.66,11.745976,,
2009-09-29,1.4549,269.55,11.73465,,
2009-09-30,1.4643,269.7,11.653749,,
2009-10-01,1.4539,270.26,11.720257,,
2009-10-02,1.4537,268.65,11.644285,,
2009-10-03,1.4537,268.65,11.644285,,
2009-10-04,1.4537,268.65,11.644285,,
2009-10-05,1.4616,267.24,11.644137,,
2009-10-06,1.4722,267.03,11.707416,,
2009-10-07,1.4694,267.9,11.792322,,
2009-10-08,1.4763,270.2,11.769894,,
2009-10-09,1.475,270.6,11.825163,,
2009-10-10,1.475,270.6,11.825163,,
2009-10-11,1.475,270.6,11.825163,,
2009-10-12,1.4765,269.45,11.81475,,
2009-10-13,1.4864,268.79,11.826765,,
2009-10-14,1.4881,267.31,11.900416,,
2009-10-15,1.4864,268,11.901824,,
2009-10-16,1.4869,267.85,11.861472,,
2009-10-17,1.4869,267.85,11.861472,,
2009-10-18,1.4869,267.85,11.861472,,
2009-10-19,1.4918,266.43,11.850593,,
2009-10-20,1.4971,264.59,11.889646,,
2009-10-21,1.4921,265.32,11.946858,,
2009-10-22,1.5,265.92,11.926355,,
2009-10-23,1.502,265.96,12.0075,,
2009-10-24,1.502,265.96,12.0075,,
2009-10-25,1.502,265.96,12.0075,,
2009-10-26,1.5019,267.45,12.012996,,
2009-10-27,1.4874,268.6,12.013398,,
2009-10-28,1.4785,272.78,11.910504,,
2009-10-29,1.4788,272.95,11.839237,,
2009-10-30,1.48,273.39,11.8304,,
2009-10-31,1.48,273.39,11.8304,,
2009-11-01,1.48,273.39,11.8304,,
2009-11-02,1.4772,275.28,11.82964,,
2009-11-03,1.4658,278.2,11.813168,,
2009-11-04,1.4761,277.15,11.743403,,
2009-11-05,1.4867,275.65,11.830646,,
2009-11-06,1.4862,274.82,11.914116,,
2009-11-07,1.4862,274.82,11.914116,,
2009-11-08,1.4862,274.82,11.914116,,
2009-11-09,1.4984,272.74,11.879197,,
2009-11-10,1.4966,272.19,11.972666,,
2009-11-11,1.5037,269.27,11.957834,,
2009-11-12,1.4922,271.14,12.01727,,
2009-11-13,1.4868,268.8,11.932079,,
2009-11-14,1.4868,268.8,11.932079,,
2009-11-15,1.4868,268.8,11.932079,,
2009-11-16,1.4965,267.43,11.888453,,
2009-11-17,1.4875,266,11.961973,,
2009-11-18,1.4957,265.55,11.885571,,
2009-11-19,1.4863,266.96,11.951989,,
2009-11-20,1.4815,269.68,11.875537,,
2009-11-21,1.4815,269.68,11.875537,,
2009-11-22,1.4815,269.68,11.875537,,
2009-11-23,1.4968,267.55,11.837185,,
2009-11-24,1.4969,267.65,11.959432,,
2009-11-25,1.5083,267.38,11.960231,,
2009-11-26,1.5071,269.77,12.043776,,
2009-11-27,1.4918,272.32,12.028165,,
2009-11-28,1.4918,272.32,12.028165,,
2009-11-29,1.4918,272.32,12.028165,,
2009-11-30,1.5023,273.88,11.905907,,
2009-12-01,1.5074,271.86,12.000072,,
2009-12-02,1.509,270.5,12.04292,,
2009-12-03,1.512,269.9,12.057664,,
2009-12-04,1.5068,269.14,12.08088,,
2009-12-05,1.5068,269.14,12.08088,,
2009-12-06,1.5068,269.14,12.08088,,
2009-12-07,1.4787,270.36,12.030291,,
2009-12-08,1.4774,273.42,11.805941,,
2009-12-09,1.4768,273.71,11.7963,,
2009-12-10,1.473,272.05,11.794463,,
2009-12-11,1.4757,273.12,11.764115,,
2009-12-12,1.4757,273.12,11.764115,,
2009-12-13,1.4757,273.12,11.764115,,
2009-12-14,1.4647,273.18,11.780218,,
2009-12-15,1.4541,277.1,11.689185,,
2009-12-16,1.456,277.58,11.59383,,
2009-12-17,1.4343,278.07,11.604611,,
2009-12-18,1.4337,277.05,11.431371,,
2009-12-19,1.4337,277.05,11.431371,,
2009-12-20,1.4337,277.05,11.431371,,
2009-12-21,1.4368,274.53,11.426589,,
2009-12-22,1.4279,274.28,11.451296,,
2009-12-23,1.4276,273.7,11.378935,,
2009-12-24,1.4398,272.93,11.375117,,
2009-12-25,1.4398,272.93,11.469447,,
2009-12-26,1.4398,272.93,11.469447,,
2009-12-27,1.4398,272.93,11.469447,,
2009-12-28,1.4405,273.3,11.468727,,
2009-12-29,1.4433,272.54,11.473583,,
2009-12-30,1.4338,272.1,11.500936,,
2009-12-31,1.4406,270.42,11.448893,,
2010-01-01,1.4406,270.42,11.448893,,
2010-01-02,1.4406,270.42,11.448893,,
2010-01-03,1.4406,270.42,11.448893,,
2010-01-04,1.4389,269.85,11.448893,,
2010-01-05,1.4442,269,11.448893,,
2010-01-06,1.435,268.88,11.531937,,
2010-01-07,1.4304,270.3,11.531937,,
2010-01-08,1.4273,269.37,11.531937,,
2010-01-09,1.4273,269.37,11.531937,,
2010-01-10,1.4273,269.37,11.531937,,
2010-01-11,1.4528,266.7,11.458475,,
2010-01-12,1.4481,268.18,11.608598,,
2010-01-13,1.4563,266.82,11.582483,,
2010-01-14,1.4486,267.4,11.656225,,
2010-01-15,1.4374,266.8,11.592277,,
2010-01-16,1.4374,266.8,11.592277,,
2010-01-17,1.4374,266.8,11.592277,,
2010-01-18,1.4369,267.75,11.500925,,
2010-01-19,1.4279,267.94,11.496924,,
2010-01-20,1.4132,268.99,11.431053,,
2010-01-21,1.4064,270.43,11.313373,,
2010-01-22,1.4135,272.02,11.265264,,
2010-01-23,1.4135,272.02,11.265264,,
2010-01-24,1.4135,272.02,11.265264,,
